4080			
259	260	261	262
263	264	265	266
267	268	269	261
260	261	262	269
270	271	272	183
273	274	275	260
260	276	277	278
260	277	276	269
279	280	232	281
261	282	267	77
260	261	268	275
261	275	77	268
283	261	284	262
261	285	283	286
286	261	282	287
288	289	290	291
275	259	260	261
292	57	56	232
293	294	295	296
293	297	296	298
293	299	298	300
301	205	302	217
303	205	302	301
304	301	305	306
304	307	308	309
307	310	311	304
310	312	303	304
313	314	315	316
313	317	318	319
313	318	320	314
313	315	320	321
313	322	323	319
324	325	326	327
325	299	328	329
325	327	324	330
325	331	326	332
333	334	335	336
293	325	298	299
325	327	330	337
327	332	325	326
293	332	325	327
338	339	340	341
342	338	340	343
333	344	345	329
338	346	347	348
349	350	351	352
352	353	350	351
354	355	356	357
355	356	357	352
352	358	359	356
352	353	351	358
360	108	109	121
352	355	361	349
352	359	361	355
284	362	363	277
277	364	278	365
352	358	356	357
359	356	366	367
359	368	305	367
359	305	355	356
359	333	335	336
359	335	333	351
369	370	371	372
369	373	374	375
375	376	360	369
344	377	378	329
369	379	370	380
373	369	381	376
382	383	358	384
355	301	385	354
355	306	301	354
355	301	306	305
386	387	348	346
386	346	388	387
386	387	389	348
386	347	215	201
386	390	391	211
386	390	211	215
263	264	392	265
263	393	394	171
395	266	264	396
266	264	396	263
263	393	264	394
263	397	396	398
399	400	343	176
401	124	123	114
399	402	73	100
399	387	193	403
399	403	193	176
152	404	151	405
406	333	358	407
405	408	409	138
410	405	408	411
405	404	410	412
405	409	411	137
293	294	332	413
411	137	151	405
414	412	152	138
415	416	417	418
405	412	408	138
363	419	420	421
283	363	419	420
420	419	422	421
415	423	424	381
363	425	426	419
421	427	428	425
419	421	425	429
430	248	253	247
421	419	425	363
421	427	431	422
421	429	431	425
432	388	433	346
432	434	342	435
432	433	342	346
432	388	164	433
432	403	176	164
432	177	435	180
119	436	118	437
438	436	439	440
436	440	438	441
436	437	440	441
442	443	444	445
436	440	446	103
436	439	312	310
436	102	312	103
447	310	118	102
310	118	102	436
448	445	442	213
449	173	450	451
449	179	278	452
449	453	452	276
449	451	365	454
449	453	276	365
449	454	278	185
283	455	286	285
283	456	363	284
448	316	457	315
92	458	83	382
458	459	460	461
462	375	376	360
458	83	382	461
130	13	2	98
358	382	461	458
228	463	464	465
458	459	406	407
458	358	406	461
458	407	383	466
467	394	468	469
470	469	471	472
467	470	471	473
471	467	474	411
470	411	469	467
475	50	135	136
476	381	477	478
479	120	106	476
480	479	120	106
476	381	360	481
476	107	360	121
476	479	477	381
212	448	213	457
448	482	197	465
448	316	465	442
448	482	196	197
315	448	316	465
483	67	227	68
448	213	442	197
448	315	212	196
390	484	485	211
486	101	487	349
390	484	215	488
390	484	489	485
490	390	488	484
390	489	484	490
390	341	391	489
390	348	391	341
491	131	104	492
493	494	495	496
493	494	496	497
493	498	497	499
493	500	501	502
493	498	499	503
494	504	505	493
506	493	505	500
493	501	506	503
299	507	508	509
510	299	511	509
512	299	511	510
299	429	509	508
513	514	515	372
513	516	517	518
519	372	520	513
513	521	514	372
522	521	523	513
524	525	98	526
524	413	160	525
524	525	14	98
524	525	160	14
524	527	148	528
529	530	531	515
529	515	371	530
314	465	532	464
374	140	533	529
529	534	535	140
529	536	374	531
529	536	238	533
537	538	539	142
537	294	155	295
155	143	540	294
537	294	512	541
542	543	544	316
537	539	545	142
545	537	546	539
406	461	358	351
406	547	351	335
406	548	351	547
429	298	300	419
277	362	421	549
421	429	419	422
429	550	551	511
429	419	422	552
429	431	377	422
524	160	148	14
421	429	422	431
301	553	354	306
496	554	499	222
303	355	301	555
304	218	308	307
355	306	354	305
301	385	553	217
304	308	306	305
439	103	556	440
439	556	206	557
558	199	559	560
558	226	561	195
558	291	562	560
192	3	19	99
558	230	291	560
558	258	8	195
558	199	562	226
563	564	86	384
558	8	258	64
565	394	468	467
565	397	234	247
565	566	567	430
565	567	566	408
467	408	468	565
314	465	316	544
565	468	397	430
263	266	568	398
392	393	569	264
263	392	170	568
392	393	175	569
171	393	175	392
570	171	393	175
280	246	232	233
571	150	158	572
263	392	393	171
570	573	473	394
470	473	570	475
570	473	574	475
315	196	320	557
406	328	333	407
406	334	328	575
333	344	508	334
333	344	334	336
415	576	521	523
415	577	424	578
578	415	523	576
415	521	576	423
415	579	418	580
415	521	423	381
415	381	580	521
415	577	579	581
524	15	80	14
524	15	527	80
527	582	79	16
527	528	147	148
527	80	583	528
527	583	584	528
585	586	331	81
325	585	332	297
585	583	297	587
585	526	583	81
538	143	588	30
538	110	589	32
538	541	590	591
538	589	142	32
537	538	142	143
592	209	208	27
538	590	541	539
593	594	595	596
500	594	506	597
598	356	366	599
596	443	503	600
596	601	595	593
596	597	600	503
448	197	196	212
602	603	241	481
603	241	481	604
604	106	605	37
476	481	604	479
604	606	479	481
476	106	604	107
604	605	240	37
604	603	606	481
440	438	441	437
436	438	310	441
446	436	119	437
437	322	319	440
440	322	319	323
310	438	436	439
103	436	119	446
607	534	45	139
607	566	530	408
607	408	530	412
607	138	408	412
607	409	138	47
607	530	139	414
608	609	610	611
608	609	611	612
613	612	229	608
559	613	612	229
612	609	614	608
608	229	613	245
277	549	273	364
421	422	549	427
549	273	615	420
549	616	427	617
549	615	273	618
549	427	618	617
205	307	304	312
312	310	303	102
312	40	556	103
312	556	40	206
293	295	512	300
325	298	297	293
537	155	154	295
294	528	332	413
619	84	350	353
620	501	621	622
155	148	296	294
270	183	272	169
568	266	271	272
392	170	568	184
568	266	265	271
568	265	184	183
456	296	623	300
624	296	625	626
627	628	629	630
456	623	419	300
283	456	284	625
419	426	300	429
283	419	552	420
296	623	631	625
623	631	625	455
283	455	623	625
283	455	632	623
455	285	632	90
455	285	582	286
455	582	285	79
455	285	90	79
619	353	627	633
593	634	594	500
635	188	636	181
493	504	500	502
500	502	637	638
500	597	639	594
568	292	170	398
266	398	280	272
568	271	183	272
266	395	265	640
263	266	398	396
263	393	392	264
263	170	392	171
568	398	266	272
277	273	420	262
269	641	145	642
269	643	276	642
269	276	268	642
277	276	269	643
260	262	277	269
269	261	287	267
644	132	645	256
629	354	646	563
132	647	162	644
644	162	132	5
644	162	5	44
644	44	533	162
370	380	539	648
370	380	379	539
649	370	539	648
370	371	649	379
370	648	520	522
650	97	651	619
650	223	129	1
592	27	628	69
650	628	630	223
650	223	1	28
650	628	223	28
566	652	248	237
565	567	408	468
566	653	567	430
566	430	247	248
654	190	271	655
333	358	656	657
359	345	356	657
377	508	329	344
344	377	658	659
507	344	334	508
344	658	508	507
344	336	659	658
558	8	64	226
326	660	130	112
326	113	331	324
661	662	663	636
661	664	665	666
663	661	181	182
636	661	181	663
661	665	166	666
661	182	667	166
623	587	584	632
623	298	668	552
283	259	262	420
623	298	552	419
283	455	285	632
292	669	169	57
568	169	292	272
292	281	272	169
568	292	169	170
592	70	27	69
292	280	233	398
292	669	57	232
292	281	280	398
415	521	418	417
579	416	542	577
670	579	416	542
579	671	542	670
579	672	671	670
561	562	673	203
579	580	479	671
674	43	223	204
579	580	581	479
415	521	580	418
313	579	319	671
579	581	577	319
495	488	216	219
675	676	51	135
135	675	572	134
675	450	134	677
675	677	52	173
52	675	134	677
675	678	450	451
675	451	174	676
675	676	174	51
265	184	183	190
679	273	274	275
680	275	679	274
388	681	164	433
568	169	183	170
274	76	682	680
274	278	680	179
274	452	276	278
274	275	76	680
662	667	622	666
213	457	220	212
293	325	332	297
683	587	297	298
585	328	331	459
683	298	329	668
325	298	329	683
596	594	684	597
596	506	593	594
594	595	596	684
684	518	685	594
596	686	609	687
596	687	684	595
500	505	506	593
338	688	689	690
691	469	472	692
688	693	502	690
500	504	688	502
688	694	505	637
621	611	695	560
621	443	695	611
501	621	662	597
621	503	597	501
696	181	635	636
621	443	503	620
621	288	697	622
698	379	380	539
379	369	375	698
