4080				
1	259	260	261	262
2	263	264	265	266
3	267	268	269	261
4	260	261	262	269
5	270	271	272	183
6	273	274	275	260
7	260	276	277	278
8	260	277	276	269
9	279	280	232	281
10	261	282	267	77
11	260	261	268	275
12	261	275	77	268
13	283	261	284	262
14	261	285	283	286
15	286	261	282	287
16	288	289	290	291
17	275	259	260	261
18	292	57	56	232
19	293	294	295	296
20	293	297	296	298
21	293	299	298	300
22	301	205	302	217
23	303	205	302	301
24	304	301	305	306
25	304	307	308	309
26	307	310	311	304
27	310	312	303	304
28	313	314	315	316
29	313	317	318	319
30	313	318	320	314
31	313	315	320	321
32	313	322	323	319
33	324	325	326	327
34	325	299	328	329
35	325	327	324	330
36	325	331	326	332
37	333	334	335	336
38	293	325	298	299
39	325	327	330	337
40	327	332	325	326
41	293	332	325	327
42	338	339	340	341
43	342	338	340	343
44	333	344	345	329
45	338	346	347	348
46	349	350	351	352
47	352	353	350	351
48	354	355	356	357
49	355	356	357	352
50	352	358	359	356
51	352	353	351	358
52	360	108	109	121
53	352	355	361	349
54	352	359	361	355
55	284	362	363	277
56	277	364	278	365
57	352	358	356	357
58	359	356	366	367
59	359	368	305	367
60	359	305	355	356
61	359	333	335	336
62	359	335	333	351
63	369	370	371	372
64	369	373	374	375
65	375	376	360	369
66	344	377	378	329
67	369	379	370	380
68	373	369	381	376
69	382	383	358	384
70	355	301	385	354
71	355	306	301	354
72	355	301	306	305
73	386	387	348	346
74	386	346	388	387
75	386	387	389	348
76	386	347	215	201
77	386	390	391	211
78	386	390	211	215
79	263	264	392	265
80	263	393	394	171
81	395	266	264	396
82	266	264	396	263
83	263	393	264	394
84	263	397	396	398
85	399	400	343	176
86	401	124	123	114
87	399	402	73	100
88	399	387	193	403
89	399	403	193	176
90	152	404	151	405
91	406	333	358	407
92	405	408	409	138
93	410	405	408	411
94	405	404	410	412
95	405	409	411	137
96	293	294	332	413
97	411	137	151	405
98	414	412	152	138
99	415	416	417	418
100	405	412	408	138
101	363	419	420	421
102	283	363	419	420
103	420	419	422	421
104	415	423	424	381
105	363	425	426	419
106	421	427	428	425
107	419	421	425	429
108	430	248	253	247
109	421	419	425	363
110	421	427	431	422
111	421	429	431	425
112	432	388	433	346
113	432	434	342	435
114	432	433	342	346
115	432	388	164	433
116	432	403	176	164
117	432	177	435	180
118	119	436	118	437
119	438	436	439	440
120	436	440	438	441
121	436	437	440	441
122	442	443	444	445
123	436	440	446	103
124	436	439	312	310
125	436	102	312	103
126	447	310	118	102
127	310	118	102	436
128	448	445	442	213
129	449	173	450	451
130	449	179	278	452
131	449	453	452	276
132	449	451	365	454
133	449	453	276	365
134	449	454	278	185
135	283	455	286	285
136	283	456	363	284
137	448	316	457	315
138	92	458	83	382
139	458	459	460	461
140	462	375	376	360
141	458	83	382	461
142	130	13	2	98
143	358	382	461	458
144	228	463	464	465
145	458	459	406	407
146	458	358	406	461
147	458	407	383	466
148	467	394	468	469
149	470	469	471	472
150	467	470	471	473
151	471	467	474	411
152	470	411	469	467
153	475	50	135	136
154	476	381	477	478
155	479	120	106	476
156	480	479	120	106
157	476	381	360	481
158	476	107	360	121
159	476	479	477	381
160	212	448	213	457
161	448	482	197	465
162	448	316	465	442
163	448	482	196	197
164	315	448	316	465
165	483	67	227	68
166	448	213	442	197
167	448	315	212	196
168	390	484	485	211
169	486	101	487	349
170	390	484	215	488
171	390	484	489	485
172	490	390	488	484
173	390	489	484	490
174	390	341	391	489
175	390	348	391	341
176	491	131	104	492
177	493	494	495	496
178	493	494	496	497
179	493	498	497	499
180	493	500	501	502
181	493	498	499	503
182	494	504	505	493
183	506	493	505	500
184	493	501	506	503
185	299	507	508	509
186	510	299	511	509
187	512	299	511	510
188	299	429	509	508
189	513	514	515	372
190	513	516	517	518
